PartitionKey,RowKey,zip,store1,store2,store3
01119,,1119,787,649,699
01128,,1128,787,649,699
01129,,1129,787,649,699
01133,,1133,787,649,699
01138,,1138,787,649,699
01139,,1139,787,649,699
01144,,1144,787,649,699
01151,,1151,787,649,699
01152,,1152,787,649,699
01199,,1199,787,649,699
01201,,1201,699,235,199
01202,,1202,699,199,235
01203,,1203,699,199,235
01220,,1220,699,787,199
01222,,1222,699,199,907
01223,,1223,699,787,199
01224,,1224,699,199,235
01225,,1225,699,235,787
01226,,1226,699,787,235
01227,,1227,699,787,235
01229,,1229,699,199,907
01230,,1230,699,199,907
01235,,1235,699,199,787
01236,,1236,699,199,907
01237,,1237,699,235,199
01238,,1238,699,199,235
01240,,1240,699,235,199
01242,,1242,699,199,235
01243,,1243,699,787,649
01244,,1244,699,199,787
01245,,1245,699,199,787
01247,,1247,699,235,787
01252,,1252,699,199,907
01253,,1253,699,787,199
01254,,1254,699,199,787
01255,,1255,699,787,199
01256,,1256,699,787,199
01257,,1257,699,199,907
01258,,1258,699,199,182
01259,,1259,699,199,907
01260,,1260,699,199,907
01262,,1262,699,199,907
01263,,1263,699,199,235
01264,,1264,699,199,787
01266,,1266,699,199,235
01267,,1267,235,623,699
01270,,1270,699,787,235
01301,,1301,787,175,985
01302,,1302,787,175,699
01330,,1330,787,699,175
01331,,1331,589,175,787
01337,,1337,175,787,985
01338,,1338,787,699,175
01339,,1339,787,175,985
01340,,1340,985,175,787
01341,,1341,787,175,985
01342,,1342,787,175,985
01343,,1343,699,787,235
01344,,1344,175,787,985
01346,,1346,787,175,985
01347,,1347,787,175,589
01349,,1349,787,175,985
01350,,1350,985,235,175
01351,,1351,787,175,589
01354,,1354,787,175,699
01355,,1355,787,175,589
01360,,1360,175,787,589
01364,,1364,787,175,589
01366,,1366,787,589,175
01367,,1367,175,985,787
01368,,1368,589,175,985
01369,,1369,787,175,699
01370,,1370,787,175,699
01373,,1373,787,699,175
01375,,1375,787,175,699
01376,,1376,175,985,787
01378,,1378,175,589,985
01379,,1379,175,787,589
01380,,1380,175,787,589
01420,,1420,795,855,589
01430,,1430,589,175,795
01431,,1431,795,855,986
01432,,1432,795,855,986
01436,,1436,589,175,795
01438,,1438,589,175,795
01440,,1440,589,175,795
01441,,1441,795,855,852
01450,,1450,795,855,986
01451,,1451,795,855,986
01452,,1452,589,795,855
01453,,1453,795,855,589
01460,,1460,795,855,986
01462,,1462,795,855,589
01463,,1463,795,855,986
01464,,1464,795,855,986
01467,,1467,795,855,986
01468,,1468,589,175,795
01469,,1469,795,855,986
01470,,1470,795,855,986
01471,,1471,795,855,986
01472,,1472,795,855,986
01473,,1473,589,795,855
01474,,1474,795,855,986
01475,,1475,589,175,795
01477,,1477,795,855,852
01501,,1501,852,704,178
01503,,1503,795,855,852
01504,,1504,852,704,178
01505,,1505,795,855,852
01506,,1506,787,704,852
01507,,1507,704,852,178
01508,,1508,704,852,787
01509,,1509,795,855,852
01510,,1510,795,855,986
01515,,1515,704,852,787
01516,,1516,852,704,178
01517,,1517,795,855,852
01518,,1518,704,787,852
01519,,1519,852,178,795
01520,,1520,795,855,852
01521,,1521,704,787,649
01522,,1522,795,855,852
01523,,1523,795,855,589
01524,,1524,852,704,787
01525,,1525,795,855,852
01526,,1526,795,855,852
01527,,1527,795,855,852
01529,,1529,852,704,178
01531,,1531,787,795,855
01532,,1532,795,855,178
01534,,1534,852,704,178
01535,,1535,787,852,704
01536,,1536,795,855,852
01537,,1537,852,704,178
01538,,1538,795,855,852
01540,,1540,852,704,178
01541,,1541,795,855,589
01542,,1542,852,704,795
01543,,1543,795,855,852
01545,,1545,795,855,852
01546,,1546,795,855,852
01550,,1550,704,852,905
01560,,1560,852,178,927
01561,,1561,795,855,986
01562,,1562,787,852,704
01564,,1564,795,855,852
01566,,1566,704,852,787
01568,,1568,178,852,927
01569,,1569,852,178,927
01570,,1570,704,852,905
01571,,1571,704,852,905
01580,,1580,795,855,852
01581,,1581,795,855,852
01582,,1582,795,855,852
01583,,1583,795,855,852
01585,,1585,787,704,649
01586,,1586,795,855,852
01588,,1588,852,704,178
01590,,1590,852,178,704
01601,,1601,795,855,852
01602,,1602,795,855,852
01603,,1603,852,795,855
01604,,1604,795,855,852
01605,,1605,795,855,852
01606,,1606,795,855,852
01607,,1607,852,795,855
01608,,1608,795,855,852
01609,,1609,795,855,852
01610,,1610,795,855,852
01611,,1611,852,795,855
01612,,1612,795,855,852
01613,,1613,795,855,852
01614,,1614,795,855,852
01615,,1615,795,855,852
01653,,1653,795,855,852
01654,,1654,795,855,852
01655,,1655,795,855,852
01701,,1701,795,855,986
01702,,1702,795,855,986
01703,,1703,795,855,986
01704,,1704,795,855,986
01705,,1705,795,855,986
01718,,1718,795,855,986
01719,,1719,795,855,986
01720,,1720,795,855,986
01721,,1721,795,855,986
01730,,1730,795,855,986
01731,,1731,795,855,986
01740,,1740,795,855,986
01741,,1741,795,855,986
01742,,1742,795,855,986
01745,,1745,795,855,178
01746,,1746,795,855,986
01747,,1747,178,927,852
01748,,1748,795,855,986
01749,,1749,795,855,986
01752,,1752,795,855,986
01754,,1754,795,855,986
01756,,1756,178,852,927
01757,,1757,178,927,852
01760,,1760,795,855,986
01770,,1770,795,855,986
01772,,1772,795,855,178
01773,,1773,795,855,986
01775,,1775,795,855,986
01776,,1776,795,855,986
01778,,1778,795,855,986
01784,,1784,795,855,986
01801,,1801,986,795,855
01803,,1803,986,795,855
01805,,1805,795,855,986
01806,,1806,795,855,986
01807,,1807,795,855,986
01808,,1808,795,855,986
01810,,1810,742,795,855
01812,,1812,742,795,855
01813,,1813,795,855,986
01815,,1815,795,855,986
01821,,1821,795,855,986
01822,,1822,795,855,986
01824,,1824,795,855,986
01826,,1826,795,855,986
01827,,1827,795,855,986
01830,,1830,742,731,524
01831,,1831,742,731,524
01832,,1832,742,731,524
01833,,1833,742,731,524
01834,,1834,742,731,524
01835,,1835,742,731,524
01840,,1840,742,795,855
01841,,1841,742,795,855
01842,,1842,742,731,524
01843,,1843,742,731,524
01844,,1844,742,795,855
01845,,1845,742,731,986
01850,,1850,795,855,986
01851,,1851,795,855,986
01852,,1852,795,855,986
01853,,1853,795,855,986
01854,,1854,795,855,986
01860,,1860,742,731,524
01862,,1862,795,855,986
01863,,1863,795,855,986
01864,,1864,742,986,213
01865,,1865,795,855,986
01866,,1866,795,855,986
01867,,1867,986,742,213
01876,,1876,795,855,986
01879,,1879,795,855,986
01880,,1880,986,742,213
01885,,1885,742,731,524
01886,,1886,795,855,986
01887,,1887,986,795,855
01888,,1888,795,855,986
01889,,1889,742,986,213
01890,,1890,986,213,344
01899,,1899,742,731,524
01901,,1901,213,344,742
01902,,1902,742,213,344
01903,,1903,742,731,524
01904,,1904,742,986,213
01905,,1905,986,213,344
01906,,1906,986,213,344
01907,,1907,742,213,344
01908,,1908,213,344,986
01910,,1910,986,213,344
01913,,1913,731,742,524
01915,,1915,742,731,524
01921,,1921,742,731,524
01922,,1922,731,742,524
01923,,1923,742,731,213
01929,,1929,731,742,524
01930,,1930,731,524,742
01931,,1931,742,731,524
01936,,1936,742,731,524
01937,,1937,742,731,524
01938,,1938,742,731,524
01940,,1940,742,986,213
01944,,1944,742,731,524
01945,,1945,742,731,524
01947,,1947,742,731,524
01949,,1949,742,731,986
01950,,1950,731,524,742
01951,,1951,731,524,742
01952,,1952,731,524,742
01960,,1960,742,986,213
01961,,1961,742,731,524
01965,,1965,742,731,524
01966,,1966,524,731,742
01969,,1969,742,731,524
01970,,1970,742,213,344
01971,,1971,742,731,524
01982,,1982,742,731,524
01983,,1983,742,731,524
01984,,1984,742,731,524
01985,,1985,742,731,524
02018,,2018,84,845,276
02019,,2019,178,927,852
02020,,2020,84,845,276
02021,,2021,276,986,213
02025,,2025,213,344,986
02026,,2026,986,213,344
02027,,2027,276,986,213
02030,,2030,986,795,855
02031,,2031,543,276,927
02032,,2032,276,543,986
02035,,2035,543,276,927
02038,,2038,178,927,543
02040,,2040,84,845,276
02041,,2041,84,845,276
02043,,2043,213,344,986
02044,,2044,84,845,276
02045,,2045,213,344,986
02047,,2047,84,845,213
02048,,2048,543,276,927
02050,,2050,84,845,276
02051,,2051,84,213,344
02052,,2052,543,178,927
02053,,2053,178,927,852
02054,,2054,178,927,543
02055,,2055,84,845,276
02056,,2056,178,927,543
02059,,2059,84,845,276
02060,,2060,84,845,276
02061,,2061,213,344,276
02062,,2062,986,276,543
02065,,2065,84,845,276
02066,,2066,213,344,84
02067,,2067,276,543,927
02070,,2070,276,986,213
02071,,2071,543,927,276
02072,,2072,276,543,986
02081,,2081,543,276,927
02090,,2090,986,276,213
02093,,2093,927,178,543
02101,,2101,986,213,344
02102,,2102,213,344,986
02103,,2103,213,344,986
02104,,2104,213,344,986
02105,,2105,213,344,986
02106,,2106,986,213,344
02107,,2107,213,344,986
02108,,2108,986,213,344
02109,,2109,986,213,344
02110,,2110,986,213,344
02111,,2111,986,213,344
02112,,2112,213,344,986
02113,,2113,986,213,344
02114,,2114,986,213,344
02115,,2115,986,213,344
02116,,2116,986,213,344
02117,,2117,213,344,986
02118,,2118,986,213,344
02119,,2119,986,213,344
02120,,2120,986,213,344
02121,,2121,986,213,344
02122,,2122,986,213,344
02123,,2123,213,344,986
02124,,2124,986,213,344
02125,,2125,986,213,344
02126,,2126,986,213,344
02127,,2127,986,213,344
02128,,2128,986,213,344
02129,,2129,986,213,344
02130,,2130,986,213,344
02131,,2131,986,213,344
02132,,2132,986,213,344
02133,,2133,213,344,986
02134,,2134,986,213,344
02135,,2135,986,213,344
02136,,2136,986,213,344
02137,,2137,213,344,986
02138,,2138,986,213,344
02139,,2139,986,213,344
02140,,2140,986,213,344
02141,,2141,986,213,344
02142,,2142,986,213,344
02143,,2143,986,213,344
02144,,2144,986,213,344
02145,,2145,986,213,344
02146,,2146,986,213,344
02147,,2147,276,986,213
02148,,2148,986,213,344
02149,,2149,986,213,344
02150,,2150,986,213,344
02151,,2151,986,213,344
02152,,2152,986,213,344
02153,,2153,795,855,986
02154,,2154,986,795,855
02155,,2155,986,213,344
02156,,2156,795,855,986
02157,,2157,276,986,543
02158,,2158,986,213,344
02159,,2159,986,213,344
02160,,2160,795,855,986
02161,,2161,795,855,986
02162,,2162,986,795,855
02163,,2163,986,213,344
02164,,2164,795,855,986
02165,,2165,795,855,986
02166,,2166,986,795,855
02167,,2167,986,213,344
02168,,2168,795,855,986
02169,,2169,986,213,344
02170,,2170,986,213,344
02171,,2171,986,213,344
02172,,2172,986,213,344
02173,,2173,795,855,986
02174,,2174,986,213,344
02175,,2175,795,855,986
02176,,2176,986,213,344
02177,,2177,795,855,986
02178,,2178,795,855,986
02179,,2179,795,855,986
02180,,2180,986,213,344
02181,,2181,986,795,855
02184,,2184,213,344,986
02185,,2185,276,986,213
02186,,2186,986,213,344
02187,,2187,276,986,213
02188,,2188,213,344,986
02189,,2189,213,344,986
02190,,2190,276,213,344
02191,,2191,213,344,986
02192,,2192,276,986,213
02193,,2193,795,855,986
02194,,2194,986,213,344
02195,,2195,795,855,986
02196,,2196,213,344,986
02199,,2199,986,213,344
02201,,2201,213,344,986
02202,,2202,986,213,344
02203,,2203,986,213,344
02204,,2204,213,344,986
02205,,2205,986,213,344
02206,,2206,213,344,986
02207,,2207,213,344,986
02208,,2208,213,344,986
02209,,2209,213,344,986
02210,,2210,986,213,344
02211,,2211,213,344,986
02212,,2212,795,855,986
02215,,2215,986,213,344
02216,,2216,213,344,986
02217,,2217,213,344,986
02222,,2222,986,213,344
02238,,2238,795,855,986
02239,,2239,795,855,986
02241,,2241,213,344,986
02254,,2254,795,855,986
02258,,2258,795,855,986
02266,,2266,213,344,986
02269,,2269,276,986,213
02272,,2272,795,855,986
02277,,2277,795,855,986
02283,,2283,213,344,986
02284,,2284,213,344,986
02293,,2293,213,344,986
02295,,2295,213,344,986
02297,,2297,213,344,986
02301,,2301,276,543,986
02302,,2302,276,543,84
02303,,2303,84,845,276
02304,,2304,84,845,276
02305,,2305,84,845,276
02322,,2322,276,543,986
02324,,2324,276,543,845
02325,,2325,276,543,845
02327,,2327,84,276,845
02330,,2330,845,84,276
02331,,2331,84,845,276
02332,,2332,84,845,276
02333,,2333,276,84,845
02334,,2334,543,276,927
02337,,2337,276,84,845
02338,,2338,845,84,276
02339,,2339,276,84,213
02341,,2341,276,84,845
02343,,2343,276,213,344
02344,,2344,84,845,276
02345,,2345,84,845,276
02346,,2346,845,84,276
02347,,2347,845,546,276
02348,,2348,84,845,276
02349,,2349,84,845,276
02350,,2350,84,276,845
02351,,2351,276,213,344
02355,,2355,845,84,276
02356,,2356,276,543,927
02357,,2357,276,543,927
02358,,2358,84,845,276
02359,,2359,84,276,845
02360,,2360,845,84,276
02361,,2361,84,845,276
02362,,2362,84,845,276
02364,,2364,84,845,276
02366,,2366,845,84,276
02367,,2367,84,845,276
02368,,2368,276,986,213
02370,,2370,845,276,84
02375,,2375,276,543,927
02379,,2379,276,543,845
02381,,2381,84,845,276
02382,,2382,276,84,543
02401,,2401,276,543,84
02402,,2402,276,543,84
02403,,2403,84,845,276
02404,,2404,84,845,276
02405,,2405,84,845,276
02420,,2420,986,795,855
02421,,2421,986,795,855
02445,,2445,986,213,344
02446,,2446,986,213,344
02447,,2447,276,986,213
02451,,2451,986,795,855
02452,,2452,986,795,855
02453,,2453,986,795,855
02454,,2454,986,795,855
02456,,2456,795,855,986
02457,,2457,276,986,213
02458,,2458,986,795,855
02459,,2459,986,213,344
02460,,2460,986,213,344
02461,,2461,986,795,855
02462,,2462,986,795,855
02464,,2464,986,795,855
02465,,2465,986,795,855
02466,,2466,986,795,855
02467,,2467,986,795,855
02468,,2468,986,795,855
02471,,2471,795,855,986
02472,,2472,986,795,855
02474,,2474,986,213,344
02475,,2475,795,855,986
02476,,2476,986,213,344
02477,,2477,795,855,986
02478,,2478,986,795,855
02479,,2479,795,855,986
02481,,2481,986,795,855
02482,,2482,986,795,855
02492,,2492,986,795,855
02493,,2493,986,795,855
02494,,2494,986,795,855
02495,,2495,795,855,986
02532,,2532,845,84,546
02534,,2534,845,84,546
02535,,2535,845,546,84
02536,,2536,845,84,546
02537,,2537,845,84,276
02538,,2538,845,84,276
02539,,2539,845,546,84
02540,,2540,845,84,546
02541,,2541,84,845,276
02542,,2542,845,84,546
02543,,2543,845,84,546
02552,,2552,845,546,84
02553,,2553,845,84,546
02554,,2554,845,84,546
02556,,2556,845,84,546
02557,,2557,845,546,84
02558,,2558,845,84,546
02559,,2559,845,84,546
02561,,2561,845,84,276
02562,,2562,845,84,276
02563,,2563,845,84,546
02564,,2564,845,84,546
02565,,2565,84,845,276
02568,,2568,845,546,84
02571,,2571,845,84,546
02573,,2573,845,546,84
02574,,2574,845,84,546
02575,,2575,845,546,84
02576,,2576,845,84,546
02584,,2584,845,84,546
02601,,2601,84,845,276
02630,,2630,845,84,276
02631,,2631,84,845,276
02632,,2632,84,845,276
02633,,2633,84,845,276
02634,,2634,84,845,276
02635,,2635,845,84,546
02636,,2636,84,845,276
02637,,2637,845,84,276
02638,,2638,84,845,276
02639,,2639,84,845,276
02641,,2641,84,845,276
02642,,2642,84,845,276
02643,,2643,84,845,276
02644,,2644,84,845,276
02645,,2645,84,845,276
02646,,2646,84,845,276
02647,,2647,845,84,546
02648,,2648,84,845,276
02649,,2649,84,845,276
02650,,2650,84,845,276
02651,,2651,84,845,276
02652,,2652,84,845,276
02653,,2653,84,845,276
02655,,2655,84,845,276
02657,,2657,84,845,276
02659,,2659,84,845,276
02660,,2660,84,845,276
02661,,2661,84,845,276
02662,,2662,84,845,276
02663,,2663,84,845,276
02664,,2664,84,845,276
02666,,2666,84,845,276
02667,,2667,84,845,276
02668,,2668,84,845,276
02669,,2669,84,845,276
02670,,2670,84,845,276
02671,,2671,84,845,276
02672,,2672,845,84,546
02673,,2673,84,845,276
02675,,2675,84,845,276
02702,,2702,546,543,845
02703,,2703,543,927,178
02712,,2712,546,543,276
02713,,2713,546,796,211
02714,,2714,546,543,276
02715,,2715,546,543,276
02717,,2717,546,845,543
02718,,2718,276,543,546
02719,,2719,546,845,84
02720,,2720,546,543,276
02721,,2721,546,543,796
02722,,2722,546,543,276
02723,,2723,546,543,276
02724,,2724,546,543,927
02725,,2725,546,543,927
02726,,2726,546,543,276
02738,,2738,845,84,546
02739,,2739,845,546,84
02740,,2740,546,845,543
02741,,2741,546,543,276
02742,,2742,546,845,543
02743,,2743,546,845,84
02744,,2744,546,845,84
02745,,2745,546,845,543
02746,,2746,546,845,543
02747,,2747,546,845,543
02748,,2748,546,845,796
02760,,2760,927,543,178
02761,,2761,546,543,276
02762,,2762,927,178,543
02763,,2763,927,543,178
02764,,2764,546,543,276
02766,,2766,543,276,927
02767,,2767,276,543,546
02768,,2768,546,543,276
02769,,2769,543,546,927
02770,,2770,845,546,84
02771,,2771,927,546,543
02777,,2777,546,543,927
02779,,2779,546,543,276
02780,,2780,546,543,276
02783,,2783,546,543,276
02790,,2790,546,543,796
02791,,2791,546,796,211
02801,,2801,796,211,546
02802,,2802,178,927,852
02804,,2804,211,347,796
02806,,2806,546,927,543
02807,,2807,211,796,347
02808,,2808,347,211,796
02809,,2809,546,796,543
02812,,2812,347,211,796
02813,,2813,211,347,796
02814,,2814,852,704,178
02815,,2815,704,852,905
02816,,2816,347,704,905
02817,,2817,347,796,905
02818,,2818,796,211,347
02822,,2822,347,796,211
02823,,2823,852,704,927
02824,,2824,178,852,927
02825,,2825,704,852,905
02826,,2826,852,178,927
02827,,2827,905,704,347
02828,,2828,852,178,927
02829,,2829,852,178,927
02830,,2830,852,178,927
02831,,2831,852,704,927
02832,,2832,347,796,211
02833,,2833,347,211,796
02835,,2835,796,211,347
02836,,2836,211,796,347
02837,,2837,546,796,211
02838,,2838,178,927,852
02839,,2839,852,178,927
02840,,2840,796,211,546
02841,,2841,796,211,546
02842,,2842,796,211,546
02852,,2852,796,211,347
02854,,2854,211,796,347
02857,,2857,852,704,178
02858,,2858,852,178,927
02859,,2859,852,704,178
02860,,2860,927,178,543
02861,,2861,927,178,543
02862,,2862,927,178,543
02863,,2863,927,178,543
02864,,2864,927,178,852
02865,,2865,178,927,852
02871,,2871,546,796,211
02872,,2872,546,543,927
02873,,2873,347,796,211
02874,,2874,796,211,347
02875,,2875,211,796,347
02876,,2876,852,178,927
02877,,2877,796,211,347
02878,,2878,546,796,211
02879,,2879,211,796,347
02880,,2880,211,796,347
02881,,2881,796,211,347
02882,,2882,211,796,347
02883,,2883,211,796,347
02885,,2885,546,543,927
02886,,2886,796,546,927
02887,,2887,796,347,211
02888,,2888,546,927,178
02889,,2889,796,211,347
02891,,2891,211,347,796
02892,,2892,796,347,211
02893,,2893,796,347,211
02894,,2894,347,211,796
02895,,2895,178,927,852
02896,,2896,178,852,927
02898,,2898,347,796,211
02901,,2901,927,178,852
02902,,2902,927,178,852
02903,,2903,927,178,546
02904,,2904,927,178,852
02905,,2905,927,178,546
02906,,2906,927,178,546
02907,,2907,927,178,546
02908,,2908,927,178,852
02909,,2909,927,178,852
02910,,2910,927,178,852
02911,,2911,927,178,852
02912,,2912,927,178,546
02914,,2914,927,546,178
02915,,2915,546,927,178
02916,,2916,927,178,546
02917,,2917,927,178,852
02918,,2918,927,178,852
02919,,2919,927,178,852
02920,,2920,927,178,852
02921,,2921,927,178,852
02940,,2940,852,178,927
03031,,3031,589,795,855
03032,,3032,240,589,795
03033,,3033,589,175,795
03034,,3034,240,589,742
03036,,3036,240,742,731
03037,,3037,240,742,731
03038,,3038,742,240,731
03040,,3040,731,524,742
03041,,3041,731,524,742
03042,,3042,240,731,524
03043,,3043,589,175,985
03044,,3044,240,731,742
03045,,3045,589,175,240
03047,,3047,589,175,985
03048,,3048,589,175,795
03049,,3049,589,795,855
03051,,3051,589,795,855
03052,,3052,589,795,855
03053,,3053,795,855,589
03054,,3054,589,175,795
03055,,3055,589,175,795
03057,,3057,589,175,795
03060,,3060,589,795,855
03061,,3061,589,175,240
03062,,3062,589,795,855
03063,,3063,795,855,589
03064,,3064,589,795,855
03070,,3070,589,175,795
03071,,3071,589,175,795
03073,,3073,731,524,742
03076,,3076,795,855,742
03077,,3077,240,731,742
03079,,3079,742,731,795
03082,,3082,589,175,795
03084,,3084,589,175,795
03086,,3086,589,175,795
03087,,3087,742,731,795
03101,,3101,589,240,795
03102,,3102,589,240,175
03103,,3103,589,240,795
03104,,3104,795,855,589
03105,,3105,589,175,240
03106,,3106,240,589,175
03107,,3107,589,175,240
03108,,3108,589,175,240
03109,,3109,240,589,795
03110,,3110,589,240,795
03111,,3111,589,175,240
03215,,3215,335,240,645
03216,,3216,240,645,589
03217,,3217,240,645,335
03218,,3218,240,645,589
03220,,3220,240,645,589
03221,,3221,240,589,175
